City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,charata,-27.2144,-61.188,292.01,85,0,4.0,AR,1691731232
278,opladen,51.0667,7.0167,290.91,79,4,2.09,DE,1691731232
279,khandyga,62.6667,135.6,299.4,28,0,2.63,RU,1691731233
280,bikenibeu village,1.3673,173.1241,302.13,79,20,1.03,KI,1691731233
281,fale old settlement,-9.3852,-171.2468,301.64,76,54,6.32,TK,1691731233
282,dubbo,-32.25,148.6167,291.22,36,34,2.06,AU,1691731233
283,murzuq,25.9155,13.9184,298.09,35,0,3.85,LY,1691731233
284,luderitz,-26.6481,15.1594,285.42,92,80,4.79,NA,1691731233
285,terbanggi besar,-4.8667,105.2333,303.79,54,12,3.15,ID,1691731233
286,pauini,-7.7136,-66.9764,296.83,77,7,1.03,BR,1691731233
287,mount gambier,-37.8333,140.7667,285.28,84,100,4.17,AU,1691731233
288,emerald,-23.5333,148.1667,298.9,30,0,2.06,AU,1691731140
289,muisne,0.6,-80.0333,297.95,87,99,4.21,EC,1691731233
290,usinsk,65.9939,57.5281,290.05,52,57,3.42,RU,1691731233
291,plastun,44.7561,136.2939,289.83,97,100,3.14,RU,1691731233
292,tadine,-21.55,167.8833,292.56,57,0,7.18,NC,1691731233
293,beau vallon,-20.4189,57.6953,298.27,83,40,2.06,MU,1691731233
294,prineville,44.2999,-120.8345,295.54,43,100,2.57,US,1691731233
295,parkway,38.496,-121.4588,297.79,66,0,4.63,US,1691731233
296,lisala,2.15,21.5167,294.56,97,100,0.89,CD,1691731234
297,batibo,5.8358,9.8553,291.39,100,100,0.48,CM,1691731234
298,daru,-9.0763,143.2092,298.69,70,96,7.21,PG,1691731234
299,alice springs,-23.7,133.8833,298.9,14,0,2.57,AU,1691731234
300,san agustin de valle fertil,-30.6335,-67.4682,285.59,45,44,1.67,AR,1691731234
301,ndioum,16.5129,-14.6471,300.09,68,98,6.73,SN,1691731234
302,pershore,52.1116,-2.0759,292.0,90,81,2.24,GB,1691731234
303,kushtagi,15.7667,76.2,301.07,55,64,5.6,IN,1691731234
304,xilin hot,43.9667,116.0333,300.56,55,93,4.58,CN,1691731234
305,nueva esperanza,15.2667,-87.6,299.94,98,31,0.33,HN,1691731234
306,san sebastian de la gomera,28.0916,-17.1133,300.35,65,0,1.03,ES,1691731011
307,bamboo flat,11.7,92.7167,303.2,79,75,6.69,IN,1691731234
308,saint-joseph,-21.3667,55.6167,296.36,71,1,1.3,RE,1691731234
309,polyarnyy,69.1989,33.4478,290.87,72,9,5.13,RU,1691731234
310,tsiombe,-25.3,45.4833,291.36,59,81,4.96,MG,1691731234
311,bahia blanca,-38.7196,-62.2724,284.72,39,56,3.58,AR,1691731003
312,tobelo,1.7284,128.0095,301.99,69,56,3.15,ID,1691731228
313,toamasina,-18.1667,49.3833,296.15,78,20,3.09,MG,1691731234
314,vorkuta,67.5,64.0,284.82,57,47,5.1,RU,1691731234
315,ulsteinvik,62.3432,5.8487,284.76,87,100,1.79,NO,1691731234
316,kolonia town,6.964,158.206,305.21,66,75,4.63,FM,1691731235
317,kayangel,8.0823,134.7173,301.0,82,97,8.76,PW,1691731235
318,bulgan,48.8125,103.5347,293.2,55,30,1.71,MN,1691731235
319,port douglas,-16.4833,145.4667,295.59,67,94,5.49,AU,1691731235
320,arteche,12.2645,125.4048,304.32,67,88,1.37,PH,1691731235
321,urbano santos,-3.2078,-43.4036,295.45,96,41,1.04,BR,1691731235
322,mili,6.0815,171.735,301.62,75,21,4.74,MH,1691731235
323,sao joao da barra,-21.6403,-41.0511,294.84,87,0,7.45,BR,1691731235
324,constitucion,-35.3333,-72.4167,281.89,89,96,3.0,CL,1691731235
325,zeya,53.75,127.2667,301.47,39,59,2.91,RU,1691731235
326,quellon,-43.1167,-73.6167,278.29,93,75,5.66,CL,1691730981
327,hasaki,35.7333,140.8333,306.09,79,6,6.18,JP,1691731235
328,khovd,48.0056,91.6419,299.73,23,1,0.4,MN,1691731235
329,atafu village,-8.5421,-172.5159,301.25,76,86,4.24,TK,1691731235
330,luganville,-15.5333,167.1667,295.62,62,18,5.84,VU,1691731235
331,olyokminsk,60.3736,120.4264,299.81,43,100,3.06,RU,1691731235
332,brookings,44.3114,-96.7984,294.34,94,0,3.09,US,1691731222
333,tazovsky,67.4667,78.7,282.62,43,0,10.96,RU,1691731235
334,austin,30.2672,-97.7431,305.32,69,0,3.09,US,1691730617
335,midvagur,62.0511,-7.1939,285.61,94,75,6.17,FO,1691731235
336,naryshkino,52.9678,35.7268,290.27,93,100,4.31,RU,1691731235
337,katsuura,35.1333,140.3,301.5,76,11,7.17,JP,1691731235
338,sarangani,5.4033,125.4636,301.41,76,100,6.06,PH,1691731236
339,vysokiy,58.35,60.05,291.23,53,1,3.28,RU,1691731236
340,fort mcmurray,56.7268,-111.381,285.92,100,100,2.06,CA,1691731214
341,callao,-12.0667,-77.15,293.31,77,100,3.6,PE,1691731236
342,labuan,5.2767,115.2417,305.35,58,20,2.06,MY,1691731236
343,vylkove,45.4021,29.586,294.33,48,100,6.95,UA,1691731236
344,port lincoln,-34.7333,135.8667,287.51,59,99,1.66,AU,1691731236
345,panacan,9.2463,118.4082,303.02,71,71,4.01,PH,1691731236
346,sur,22.5667,59.5289,305.61,53,90,1.8,OM,1691731236
347,northam,51.0333,-4.2167,290.03,97,87,5.08,GB,1691731236
348,baranovichi,53.1327,26.0139,287.59,89,92,2.12,BY,1691731236
349,wynyard,-41.0,145.7167,285.95,74,100,4.94,AU,1691731020
350,las khorey,11.1595,48.1967,305.96,50,93,4.16,SO,1691731236
351,bereznehuvate,47.3078,32.8499,294.75,73,97,5.36,UA,1691731236
352,nadym,65.5333,72.5167,283.22,42,0,11.47,RU,1691731236
353,qaqortoq,60.7167,-46.0333,279.36,80,98,0.7,GL,1691731236
354,saint-denis,48.9167,2.3333,293.21,83,0,2.57,FR,1691731236
355,andratx,39.5755,2.4202,299.61,74,4,3.14,ES,1691730816
356,corinth,37.9407,22.9573,298.09,63,16,1.92,GR,1691731236
357,robore,-18.3333,-59.75,297.65,48,0,1.64,BO,1691731236
358,bull savanna,17.8868,-77.5902,299.42,82,94,2.0,JM,1691731236
359,yulinshi,38.2906,109.7494,294.12,72,100,9.96,CN,1691731237
360,kruisfontein,-34.0033,24.7314,291.97,35,0,5.91,ZA,1691731237
361,dogondoutchi,13.6393,4.0287,299.18,75,95,5.31,NE,1691731237
362,jeremie,18.65,-74.1167,301.04,79,85,1.76,HT,1691731237
363,gizo,-8.103,156.8419,298.24,89,100,8.62,SB,1691731237
364,pangody,65.85,74.4859,284.54,37,0,10.82,RU,1691731237
365,bodden town,19.2833,-81.25,303.11,87,4,4.27,KY,1691731237
366,arraial do cabo,-22.9661,-42.0278,294.16,91,9,10.37,BR,1691731183
367,patacamaya,-17.2333,-67.9167,278.49,54,0,0.82,BO,1691731237
368,kudat,6.8837,116.8477,305.11,62,20,5.36,MY,1691731237
369,derbent,42.0678,48.2899,303.45,49,0,3.55,RU,1691731237
370,santana,-0.0583,-51.1817,298.25,94,20,1.54,BR,1691731237
371,iguape,-24.7081,-47.5553,291.56,96,6,2.04,BR,1691731237
372,la'ie,21.6477,-157.9253,301.13,72,23,6.16,US,1691731237
373,bugiri,0.5714,33.7417,292.33,85,53,1.27,UG,1691731237
374,yuzhno-kurilsk,44.0306,145.8556,293.46,91,97,2.46,RU,1691731237
375,east london,-33.0153,27.9116,289.67,59,0,3.6,ZA,1691731237
376,dankalwa,11.7443,12.1867,294.59,90,100,2.98,NG,1691731237
377,itamaraca,-7.7478,-34.8256,296.18,79,52,4.78,BR,1691731237
378,fomeque,4.488,-73.8975,291.57,97,76,0.64,CO,1691731237
379,sinazongwe,-17.2614,27.4618,291.57,62,68,3.06,ZM,1691731237
380,sisimiut,66.9395,-53.6735,280.86,86,100,2.74,GL,1691731238
381,sanghar,26.0466,68.9481,305.99,52,2,8.8,PK,1691731238
382,maragogi,-9.0122,-35.2225,296.35,81,55,3.89,BR,1691731238
383,nantucket,41.2835,-70.0995,295.23,77,100,5.14,US,1691731001
384,yibin,28.7667,104.6238,307.63,60,100,0.66,CN,1691731238
385,makurazaki,31.2667,130.3167,300.84,78,26,2.71,JP,1691731238
386,st. john's,47.5649,-52.7093,290.75,96,100,3.09,CA,1691731173
387,shimoda,34.6667,138.95,304.35,67,0,6.92,JP,1691731082
388,kralendijk,12.15,-68.2667,302.14,84,50,6.17,BQ,1691731035
389,revda,56.801,59.9303,291.05,51,57,3.92,RU,1691731238
390,wellington,-41.2866,174.7756,282.96,76,19,1.54,NZ,1691731144
391,veraval,20.9,70.3667,300.48,81,100,6.93,IN,1691731238
392,tafuna,-14.3358,-170.72,302.12,84,75,4.12,AS,1691731238
393,beterou,9.1992,2.2586,295.4,97,100,1.47,BJ,1691731238
394,lata,40.1629,-8.3327,290.97,91,0,1.49,PT,1691731238
395,cidreira,-30.1811,-50.2056,290.66,97,86,5.9,BR,1691731238
396,chincha alta,-13.4099,-76.1323,292.48,86,26,1.4,PE,1691731238
397,ujae,8.9322,165.7642,301.46,72,8,5.47,MH,1691731238
398,portland,45.5234,-122.6762,294.51,67,0,3.6,US,1691731133
399,suntar,62.1444,117.6319,301.64,41,94,3.82,RU,1691731238
400,toro,4.6117,-76.0814,297.53,97,94,0.52,CO,1691731238
401,pala,9.3642,14.9046,293.88,98,100,1.94,TD,1691731239
402,north lakhimpur,27.2333,94.1167,302.2,89,75,1.54,IN,1691731239
403,george town,5.4112,100.3354,305.11,66,40,5.14,MY,1691731169
404,kabwe,-14.4469,28.4464,284.58,81,0,3.07,ZM,1691731239
405,freetown,8.484,-13.2299,297.79,88,100,4.59,SL,1691731239
406,rakops,-21.0167,24.3333,284.24,82,0,3.83,BW,1691731239
407,kangaba,11.9333,-8.4167,295.18,98,100,3.41,ML,1691731239
408,masina,-4.3836,15.3914,295.34,81,58,1.19,CD,1691731239
409,seguin,29.5688,-97.9647,303.66,77,0,5.14,US,1691731239
410,nemuro,43.3236,145.575,294.46,91,84,6.3,JP,1691731239
411,kwang binh,17.4833,106.6,306.84,52,100,4.6,VN,1691731239
412,knyaze-volkonskoye,48.4642,135.4567,297.34,69,100,3.75,RU,1691731239
413,peniche,39.3558,-9.3811,292.75,96,0,4.88,PT,1691731225
414,tarawa,1.419,172.984,302.2,79,20,1.03,KI,1691731239
415,khemisset,33.6667,-6.25,301.56,39,93,1.63,MA,1691731239
416,darwin,-12.4611,130.8418,305.14,25,0,5.66,AU,1691730990
417,south valley,35.0101,-106.6781,297.36,60,75,2.06,US,1691731239
418,porto novo,6.4965,2.6036,298.05,90,94,2.44,BJ,1691730961
419,vadso,70.0744,29.7487,290.64,77,0,3.6,NO,1691731239
420,sao jose da coroa grande,-8.8978,-35.1478,296.72,80,47,4.09,BR,1691731239
421,sabang,5.8933,95.3214,301.09,78,44,6.36,ID,1691731239
422,sodankyla,67.4167,26.6,288.91,75,18,2.75,FI,1691731239
423,beolgyo,34.8449,127.3429,302.42,69,26,4.23,KR,1691731239
424,hafnarfjordur,64.0671,-21.9377,288.08,67,75,2.06,IS,1691731239
425,vanimo,-2.6741,141.3028,301.9,76,99,4.07,PG,1691731240
426,naqadeh,36.9553,45.388,301.79,29,0,1.18,IR,1691731240
427,susuman,62.7833,148.1667,294.43,35,4,0.56,RU,1691731240
428,bazarak,35.3129,69.5152,298.33,27,0,4.17,AF,1691731240
429,ayabaca,-4.6398,-79.7149,281.7,82,3,2.29,PE,1691731240
430,zaragoza,41.6561,-0.8773,295.38,55,0,3.6,ES,1691731166
431,el calafate,-50.3408,-72.2768,271.75,68,28,3.48,AR,1691731241
432,yinzhu,35.8786,119.9753,303.79,56,82,4.17,CN,1691731241
433,kaa-khem,51.6833,94.7333,297.71,40,45,2.16,RU,1691731241
434,furtwangen,48.05,8.2,289.19,65,6,1.13,DE,1691731241
435,punta de bombon,-17.1717,-71.7931,290.52,86,99,2.03,PE,1691731241
436,reggane,26.7158,0.1714,305.66,16,0,4.79,DZ,1691731241
437,aykhal,66.0,111.5,293.08,67,100,2.58,RU,1691731241
438,conde,-7.2597,-34.9075,294.85,94,40,3.09,BR,1691731241
439,cohoes,42.7742,-73.7001,292.7,94,0,4.12,US,1691731242
440,isangel,-19.55,169.2667,295.21,53,75,3.09,VU,1691731242
441,micheweni,-4.9667,39.8333,297.57,77,87,5.12,TZ,1691731242
442,hilo,19.7297,-155.09,300.53,95,100,2.57,US,1691731242
443,gantang,26.92,119.6333,303.63,77,100,1.81,CN,1691731242
444,faya-largeau,17.9257,19.1043,304.92,50,7,2.62,TD,1691731242
445,santo antonio,-6.3106,-35.4789,293.45,92,6,4.29,BR,1691731242
446,amos,48.5669,-78.1162,284.52,98,87,3.26,CA,1691731242
447,greater sudbury,46.49,-80.99,285.4,91,7,2.46,CA,1691731054
448,gilgit,35.9221,74.3087,303.71,41,60,0.32,PK,1691731242
449,neryungri,56.6709,124.6491,294.41,62,100,5.28,RU,1691731242
450,arroyo,41.6096,-4.7969,294.88,71,0,2.06,ES,1691731242
451,tura,25.5198,90.2201,299.44,89,99,2.77,IN,1691731242
452,magadan,59.5667,150.8,294.56,66,0,3.19,RU,1691731242
453,ebaye,8.7748,167.7392,303.16,70,0,4.12,MH,1691731242
454,zardob,40.2183,47.7083,305.13,39,0,2.06,AZ,1691731242
455,buala,-8.145,159.5921,298.84,87,100,6.55,SB,1691731243
456,ratnagiri,16.9833,73.3,301.43,72,49,2.72,IN,1691731243
457,kangding,30.0513,101.9603,295.14,77,99,2.11,CN,1691731243
458,bereeda,11.8704,51.0579,306.08,45,58,5.36,SO,1691731243
459,timimoun,29.2639,0.231,304.36,22,0,8.23,DZ,1691731243
460,egilsstadir,65.2653,-14.3948,280.1,93,100,2.57,IS,1691731243
461,trinidad,-14.8333,-64.9,301.03,44,20,1.72,BO,1691731243
462,kyaukse,21.6,96.1333,302.15,70,75,3.09,MM,1691731243
463,horta,38.5333,-28.6333,293.16,87,0,2.68,PT,1691731243
464,dzhalagash,45.0833,64.6667,302.26,30,0,5.55,KZ,1691731243
465,juneau,58.3019,-134.4197,288.27,98,100,2.57,US,1691731243
466,villa regina,-39.1,-67.0667,282.58,22,23,14.13,AR,1691731243
467,khujner,23.7833,76.6,302.19,61,15,5.98,IN,1691731243
468,dabeiba,7.0017,-76.2672,296.29,98,96,1.04,CO,1691731243
469,emure-ekiti,7.4361,5.4593,294.01,98,100,1.0,NG,1691731243
470,wad medani,14.4012,33.5199,300.83,61,100,6.91,SD,1691731243
471,zouerate,22.7187,-12.4521,306.58,22,54,3.52,MR,1691731244
472,bayanhongor,46.7167,100.1167,292.69,41,2,2.54,MN,1691731244
473,frutigen,46.5878,7.6475,290.46,83,14,1.25,CH,1691731244
474,pariaman,-0.619,100.12,303.18,69,85,2.18,ID,1691731244
475,undurkhaan,47.3194,110.6556,295.76,57,64,6.34,MN,1691731244
476,soio,-6.1349,12.3689,293.59,92,1,3.45,AO,1691731244
477,hirara,24.8,125.2833,304.07,79,75,4.63,JP,1691731244
478,lauro de freitas,-12.8944,-38.3272,298.16,78,40,5.66,BR,1691731244
479,portage la prairie,49.9728,-98.2926,287.65,75,100,3.99,CA,1691731244
480,havre,49.5833,0.3333,291.37,100,100,2.57,FR,1691731244
481,zavetnoye,47.1194,43.8903,303.51,32,74,9.04,RU,1691731244
482,jinghong,21.991,100.7341,301.66,87,81,0.91,CN,1691731244
483,as sulayyil,20.4607,45.5779,305.29,9,27,1.51,SA,1691731244
484,huayucachi,-12.1333,-75.2333,284.46,74,95,0.2,PE,1691731244
485,jayapura,-2.5333,140.7,306.81,73,96,4.05,ID,1691731244
486,holualoa,19.6228,-155.9522,298.06,85,75,5.14,US,1691731244
487,opuwo,-18.0607,13.84,287.36,36,0,1.31,NA,1691731244
488,kidal,18.4411,1.4078,302.47,53,99,2.28,ML,1691731244
489,khilok,51.3674,110.4676,296.48,42,73,5.2,RU,1691731245
490,mushie,-3.0167,16.9,296.28,70,70,1.43,CD,1691731245
491,yatou,37.15,122.3833,302.04,55,79,8.18,CN,1691731245
492,mejit,10.2753,170.8646,301.22,80,67,6.96,MH,1691731245
493,nyala,12.05,24.8833,298.34,71,99,3.28,SD,1691731245
494,oneonta,42.4529,-75.0638,290.27,67,19,1.74,US,1691731245
495,page,36.9147,-111.4558,295.03,69,0,0.0,US,1691731245
496,annaba,36.9,7.7667,291.13,72,0,0.0,DZ,1691731245
497,hami,42.8,93.45,309.43,13,0,3.16,CN,1691731083
498,prince george,53.9166,-122.753,290.72,55,100,2.57,CA,1691731165
499,severnoye,56.3491,78.3619,285.81,92,99,3.73,RU,1691731245
500,nar'yan-mar,67.6713,53.087,290.67,57,4,1.32,RU,1691731245
501,fort st. john,56.2499,-120.8529,288.09,82,75,2.06,CA,1691731245
502,mwene-ditu,-7.0,23.45,292.58,41,16,2.16,CD,1691731245
503,myitkyina,25.3833,97.4,300.48,92,100,1.09,MM,1691731245
504,mumford,5.2618,-0.759,295.8,93,37,3.03,GH,1691731097
505,usogorsk,63.4106,48.6872,295.08,51,0,2.35,RU,1691731245
506,newman,37.3138,-121.0208,297.28,70,79,3.69,US,1691731245
507,boundiali,9.5217,-6.4869,294.25,99,100,1.69,CI,1691731245
508,abadan,30.3392,48.3043,313.62,20,65,2.54,IR,1691731245
509,dunedin,-45.8742,170.5036,280.82,57,96,0.45,NZ,1691731245
510,vilyuchinsk,52.9306,158.4028,292.3,75,66,3.29,RU,1691731246
511,dobrich,43.5667,27.8333,292.83,72,100,4.82,BG,1691731246
512,sao miguel do araguaia,-13.275,-50.1628,297.69,39,12,2.3,BR,1691731246
513,pisco,-13.7,-76.2167,293.18,77,100,3.09,PE,1691731246
514,puerto madero,14.7208,-92.4215,301.16,78,91,2.65,MX,1691731246
515,ta`u,-14.2336,-169.5144,300.66,78,79,7.03,AS,1691731246
516,al kharijah,25.4514,30.5464,301.69,34,0,6.85,EG,1691730977
517,karkira,36.9292,6.5856,298.11,48,7,0.58,DZ,1691731246
518,acapulco de juarez,16.8634,-99.8901,303.05,70,40,3.09,MX,1691731246
519,macia,-25.0269,33.0989,287.18,79,0,1.28,MZ,1691731246
520,kununurra,-15.7667,128.7333,305.14,22,74,2.06,AU,1691731246
521,woolgoolga,-30.1106,153.2007,292.08,58,0,4.63,AU,1691731246
522,creil,49.2567,2.4848,293.01,76,7,1.74,FR,1691731246
523,ruteng,-8.6136,120.4721,295.37,55,68,0.74,ID,1691731246
524,eyl,7.9803,49.8164,300.27,60,89,11.5,SO,1691731246
525,catumbela,-12.4314,13.5472,292.01,87,0,1.9,AO,1691731246
526,ghadamis,30.1337,9.5007,297.17,43,0,4.19,LY,1691731246
527,enriquillo,17.9,-71.2333,300.1,85,100,4.5,DO,1691730977
528,brisas de zicatela,15.8369,-97.0419,300.69,81,75,1.47,MX,1691731246
529,new norfolk,-42.7826,147.0587,287.87,68,100,3.36,AU,1691731246
530,laborde,-33.1532,-62.8566,284.52,67,2,3.53,AR,1691731247
531,chhatak,25.0333,91.6667,299.69,90,100,1.02,BD,1691731247
532,laela,-8.5667,32.05,286.7,66,9,1.22,TZ,1691731247
533,waddan,29.1614,16.139,296.06,72,0,2.26,LY,1691731247
534,korkuteli,37.065,30.1957,293.41,68,0,1.35,TR,1691731247
535,morehead city,34.7229,-76.726,300.93,87,0,2.57,US,1691731247
536,sidi khaled,34.387,4.9879,302.01,25,0,1.47,DZ,1691731247
537,floro,61.5996,5.0328,283.13,93,75,3.09,NO,1691731247
538,samarinda,-0.5,117.15,304.53,53,91,3.21,ID,1691731247
539,dhari,21.3333,71.0167,300.08,74,100,6.25,IN,1691731247
540,novyy urengoy,66.0833,76.6333,284.17,40,0,11.4,RU,1691731247
541,koundara,12.4833,-13.3,295.8,97,100,3.01,GN,1691731247
542,labytnangi,66.6572,66.4183,287.69,56,3,1.57,RU,1691731247
543,kushikino,31.7167,130.2667,305.85,73,26,2.58,JP,1691731247
544,zhangjiajie,29.1294,110.4783,307.47,50,27,1.41,CN,1691731247
545,senanga,-16.1167,23.2667,284.51,57,0,3.03,ZM,1691731247
546,netley,50.8763,-1.354,291.97,93,20,2.06,GB,1691731247
547,altamont,42.2068,-121.7372,295.06,53,0,5.14,US,1691731247
548,imbituba,-28.24,-48.6703,293.63,97,36,5.64,BR,1691731247
549,russkaya polyana,49.417,31.9201,291.8,73,99,5.2,UA,1691731247
550,sola,-13.8833,167.55,296.08,66,56,12.21,VU,1691731247
551,dhidhdhoo,6.8833,73.1,301.16,76,94,6.73,MV,1691731248
552,vredendal,-31.6683,18.5012,292.42,29,46,6.75,ZA,1691731248
553,mont-dore,-22.2833,166.5833,294.14,56,2,4.86,NC,1691731248
554,sougueur,35.1857,1.4961,295.22,35,0,2.06,DZ,1691731248
555,nishinoomote,30.7333,131.0,302.46,94,75,1.54,JP,1691731248
556,eirunepe,-6.6603,-69.8736,296.37,83,12,0.54,BR,1691731248
557,tocopilla,-22.092,-70.1979,290.9,72,31,2.23,CL,1691731248
